"PRICE TYPE","DATE","PERIOD","PRICE ($/MWh)","DEMAND (MW)"
"USEP","03 Sep 2005","31","102.94","4149.065"
"USEP","03 Sep 2005","32","96.36","4126.680"
"USEP","03 Sep 2005","33","96.39","4102.382"
"USEP","03 Sep 2005","34","92.19","4037.842"
"USEP","03 Sep 2005","35","89.82","3989.200"
"USEP","03 Sep 2005","36","95.34","3961.920"
"USEP","03 Sep 2005","37","96.33","3992.500"
"USEP","03 Sep 2005","38","103.01","4087.964"
"USEP","03 Sep 2005","39","104.12","4172.549"
"USEP","03 Sep 2005","40","104.07","4172.166"
"USEP","03 Sep 2005","41","103.34","4161.297"
"USEP","03 Sep 2005","42","103.35","4146.222"
"USEP","03 Sep 2005","43","103.33","4128.335"
"USEP","03 Sep 2005","44","103.04","4074.247"
"USEP","03 Sep 2005","45","96.45","4020.342"
"USEP","03 Sep 2005","46","103.02","3982.078"
"USEP","03 Sep 2005","47","103.43","3921.365"
"USEP","03 Sep 2005","48","107.20","3851.268"
"USEP","04 Sep 2005","1","142.16","3779.650"
"USEP","04 Sep 2005","2","108.24","3695.215"
"USEP","04 Sep 2005","3","106.62","3626.778"
"USEP","04 Sep 2005","4","105.23","3563.584"
"USEP","04 Sep 2005","5","104.44","3510.738"
"USEP","04 Sep 2005","6","104.40","3467.653"
"USEP","04 Sep 2005","7","103.48","3428.848"
"USEP","04 Sep 2005","8","103.46","3413.023"
"USEP","04 Sep 2005","9","103.44","3400.106"
"USEP","04 Sep 2005","10","103.49","3395.236"
"USEP","04 Sep 2005","11","102.49","3386.071"
"USEP","04 Sep 2005","12","103.44","3402.651"
"USEP","04 Sep 2005","13","103.48","3429.534"
"USEP","04 Sep 2005","14","103.46","3420.622"
"USEP","04 Sep 2005","15","98.70","3406.140"
"USEP","04 Sep 2005","16","103.48","3474.805"
"USEP","04 Sep 2005","17","104.61","3579.737"
"USEP","04 Sep 2005","18","107.21","3676.637"
"USEP","04 Sep 2005","19","110.58","3729.453"
"USEP","04 Sep 2005","20","119.11","3796.836"
"USEP","04 Sep 2005","21","128.32","3867.401"
"USEP","04 Sep 2005","22","149.73","3906.574"
"USEP","04 Sep 2005","23","110.81","3920.440"
"USEP","04 Sep 2005","24","110.88","3911.320"
"USEP","04 Sep 2005","25","109.73","3899.358"
"USEP","04 Sep 2005","26","109.71","3901.321"
"USEP","04 Sep 2005","27","108.15","3866.297"
"USEP","04 Sep 2005","28","107.44","3851.323"
"USEP","04 Sep 2005","29","107.35","3841.691"
"USEP","04 Sep 2005","30","106.58","3826.975"
"USEP","04 Sep 2005","31","112.99","3802.463"
"USEP","04 Sep 2005","32","112.70","3767.608"
"USEP","04 Sep 2005","33","110.47","3743.310"
"USEP","04 Sep 2005","34","108.11","3726.834"
"USEP","04 Sep 2005","35","106.69","3730.929"
"USEP","04 Sep 2005","36","104.85","3720.855"
"USEP","04 Sep 2005","37","104.63","3757.211"
"USEP","04 Sep 2005","38","103.52","3887.942"
"USEP","04 Sep 2005","39","104.68","4053.457"
"USEP","04 Sep 2005","40","104.73","4061.529"
"USEP","04 Sep 2005","41","104.43","3969.991"
"USEP","04 Sep 2005","42","104.43","3942.870"
"USEP","04 Sep 2005","43","104.47","3993.415"
"USEP","04 Sep 2005","44","104.46","3987.809"
"USEP","04 Sep 2005","45","103.58","3934.004"
"USEP","04 Sep 2005","46","100.12","3861.238"
"USEP","04 Sep 2005","47","103.43","3763.523"
"USEP","04 Sep 2005","48","103.46","3659.625"
"USEP","05 Sep 2005","1","91.26","3557.779"
"USEP","05 Sep 2005","2","96.35","3462.619"
"USEP","05 Sep 2005","3","85.94","3396.816"
"USEP","05 Sep 2005","4","86.16","3356.365"
"USEP","05 Sep 2005","5","85.85","3321.864"
"USEP","05 Sep 2005","6","83.98","3287.501"
"USEP","05 Sep 2005","7","83.98","3264.808"
"USEP","05 Sep 2005","8","83.97","3251.434"
"USEP","05 Sep 2005","9","83.97","3258.745"
"USEP","05 Sep 2005","10","83.98","3277.268"
"USEP","05 Sep 2005","11","84.43","3333.801"
"USEP","05 Sep 2005","12","85.37","3447.341"
"USEP","05 Sep 2005","13","85.92","3561.253"
"USEP","05 Sep 2005","14","84.47","3640.962"
"USEP","05 Sep 2005","15","85.93","3806.076"
"USEP","05 Sep 2005","16","86.05","4135.462"
"USEP","05 Sep 2005","17","105.31","4453.433"
"USEP","05 Sep 2005","18","106.18","4663.913"
"USEP","05 Sep 2005","19","107.17","4795.802"
"USEP","05 Sep 2005","20","107.38","4881.792"
"USEP","05 Sep 2005","21","110.31","4936.224"
"USEP","05 Sep 2005","22","110.34","4991.908"
"USEP","05 Sep 2005","23","114.02","5005.580"
"USEP","05 Sep 2005","24","110.35","4972.883"
"USEP","05 Sep 2005","25","109.38","4957.013"
"USEP","05 Sep 2005","26","110.31","4963.017"
"USEP","05 Sep 2005","27","141.60","5048.596"
"USEP","05 Sep 2005","28","148.65","5107.341"
"USEP","05 Sep 2005","29","168.67","5112.992"
"USEP","05 Sep 2005","30","121.45","5056.935"
"USEP","05 Sep 2005","31","147.06","5062.864"
"USEP","05 Sep 2005","32","121.04","5056.558"
"USEP","05 Sep 2005","33","141.59","5048.958"
"USEP","05 Sep 2005","34","118.01","5018.940"
"USEP","05 Sep 2005","35","131.80","4956.556"
"USEP","05 Sep 2005","36","112.75","4815.184"
"USEP","05 Sep 2005","37","107.38","4697.231"
"USEP","05 Sep 2005","38","107.64","4704.741"
"USEP","05 Sep 2005","39","107.63","4709.358"
"USEP","05 Sep 2005","40","107.42","4686.924"
"USEP","05 Sep 2005","41","123.97","4640.032"
"USEP","05 Sep 2005","42","125.08","4589.676"
"USEP","05 Sep 2005","43","141.83","4524.912"
"USEP","05 Sep 2005","44","114.80","4429.319"
"USEP","05 Sep 2005","45","106.55","4315.789"
"USEP","05 Sep 2005","46","106.55","4213.193"
"USEP","05 Sep 2005","47","106.47","4099.614"
"USEP","05 Sep 2005","48","105.34","3965.737"
"USEP","06 Sep 2005","1","113.03","3858.956"
"USEP","06 Sep 2005","2","119.68","3768.721"
"USEP","06 Sep 2005","3","106.09","3692.143"
"USEP","06 Sep 2005","4","106.08","3643.184"
"USEP","06 Sep 2005","5","105.06","3608.116"
"USEP","06 Sep 2005","6","103.94","3580.368"
"USEP","06 Sep 2005","7","103.94","3551.035"
"USEP","06 Sep 2005","8","98.84","3523.934"
"USEP","06 Sep 2005","9","98.03","3518.616"
"USEP","06 Sep 2005","10","100.18","3528.824"
"USEP","06 Sep 2005","11","105.07","3574.648"
"USEP","06 Sep 2005","12","106.08","3652.021"
"USEP","06 Sep 2005","13","121.79","3762.424"
"USEP","06 Sep 2005","14","110.05","3849.469"
"USEP","06 Sep 2005","15","92.48","3998.305"
"USEP","06 Sep 2005","16","104.06","4275.169"
"USEP","06 Sep 2005","17","115.04","4574.264"
"USEP","06 Sep 2005","18","107.18","4760.912"
"USEP","06 Sep 2005","19","107.20","4840.904"
"USEP","06 Sep 2005","20","111.38","4929.162"
"USEP","06 Sep 2005","21","118.25","5005.704"
"USEP","06 Sep 2005","22","118.17","5043.407"
"USEP","06 Sep 2005","23","114.36","5048.884"
"USEP","06 Sep 2005","24","108.52","4992.937"
"USEP","06 Sep 2005","25","163.09","5028.825"
"USEP","06 Sep 2005","26","147.29","5018.343"
"USEP","06 Sep 2005","27","163.81","5068.853"
"USEP","06 Sep 2005","28","174.37","5092.938"
"USEP","06 Sep 2005","29","299.09","5116.421"
"USEP","06 Sep 2005","30","152.89","5105.343"
"USEP","06 Sep 2005","31","121.35","5102.073"
"USEP","06 Sep 2005","32","108.42","5095.488"
"USEP","06 Sep 2005","33","137.85","5098.986"
"USEP","06 Sep 2005","34","158.93","5059.967"
"USEP","06 Sep 2005","35","115.73","4959.021"
"USEP","06 Sep 2005","36","107.21","4814.061"
"USEP","06 Sep 2005","37","106.32","4723.682"
"USEP","06 Sep 2005","38","106.44","4755.226"
"USEP","06 Sep 2005","39","107.43","4769.610"
"USEP","06 Sep 2005","40","108.37","4725.908"
"USEP","06 Sep 2005","41","116.26","4674.051"
"USEP","06 Sep 2005","42","115.28","4614.988"
"USEP","06 Sep 2005","43","116.32","4543.196"
"USEP","06 Sep 2005","44","106.32","4446.922"
"USEP","06 Sep 2005","45","106.31","4357.164"
"USEP","06 Sep 2005","46","103.48","4262.660"
"USEP","06 Sep 2005","47","105.08","4159.920"
"USEP","06 Sep 2005","48","106.25","4050.525"
"USEP","07 Sep 2005","1","120.26","3943.665"
"USEP","07 Sep 2005","2","139.33","3862.997"
"USEP","07 Sep 2005","3","126.71","3804.197"
"USEP","07 Sep 2005","4","126.71","3740.019"
"USEP","07 Sep 2005","5","126.64","3695.359"
"USEP","07 Sep 2005","6","122.64","3668.601"
"USEP","07 Sep 2005","7","107.46","3627.255"
"USEP","07 Sep 2005","8","106.05","3615.014"
"USEP","07 Sep 2005","9","105.09","3603.424"
"USEP","07 Sep 2005","10","105.08","3607.778"
"USEP","07 Sep 2005","11","105.07","3631.107"
"USEP","07 Sep 2005","12","106.21","3705.721"
"USEP","07 Sep 2005","13","126.70","3802.930"
"USEP","07 Sep 2005","14","126.70","3889.646"
"USEP","07 Sep 2005","15","105.09","4026.729"
"USEP","07 Sep 2005","16","107.00","4300.114"
"USEP","07 Sep 2005","17","148.36","4595.784"
"USEP","07 Sep 2005","18","151.66","4844.209"
"USEP","07 Sep 2005","19","113.28","4939.126"
"USEP","07 Sep 2005","20","111.90","4963.976"
"USEP","07 Sep 2005","21","121.46","5010.769"
"USEP","07 Sep 2005","22","151.67","5063.645"
"USEP","07 Sep 2005","23","151.69","5070.469"
"USEP","07 Sep 2005","24","121.43","5016.017"
"USEP","07 Sep 2005","25","121.44","5009.188"
"USEP","07 Sep 2005","26","128.29","5030.624"
"USEP","07 Sep 2005","27","151.67","5059.877"
"USEP","07 Sep 2005","28","151.68","5087.183"
"USEP","07 Sep 2005","29","148.65","5083.266"
"USEP","07 Sep 2005","30","147.14","5095.443"
"USEP","07 Sep 2005","31","140.79","5096.233"
"USEP","07 Sep 2005","32","139.61","5096.616"
"USEP","07 Sep 2005","33","139.59","5079.265"
"USEP","07 Sep 2005","34","137.84","5047.333"
"USEP","07 Sep 2005","35","121.32","4955.110"
"USEP","07 Sep 2005","36","106.44","4800.434"
"USEP","07 Sep 2005","37","105.21","4681.183"
"USEP","07 Sep 2005","38","106.22","4697.251"
"USEP","07 Sep 2005","39","106.30","4728.965"
"USEP","07 Sep 2005","40","106.31","4692.252"
"USEP","07 Sep 2005","41","107.19","4637.775"
"USEP","07 Sep 2005","42","142.14","4579.910"
"USEP","07 Sep 2005","43","132.14","4504.639"
"USEP","07 Sep 2005","44","108.08","4401.387"
"USEP","07 Sep 2005","45","106.41","4307.052"
"USEP","07 Sep 2005","46","106.43","4219.485"
"USEP","07 Sep 2005","47","106.41","4128.514"
"USEP","07 Sep 2005","48","105.41","3998.524"
"USEP","08 Sep 2005","1","105.25","3881.023"
"USEP","08 Sep 2005","2","109.23","3809.112"
"USEP","08 Sep 2005","3","109.27","3790.296"
"USEP","08 Sep 2005","4","108.46","3723.141"
"USEP","08 Sep 2005","5","106.20","3673.506"
"USEP","08 Sep 2005","6","105.18","3634.541"
"USEP","08 Sep 2005","7","105.02","3601.630"
"USEP","08 Sep 2005","8","103.93","3572.192"
"USEP","08 Sep 2005","9","101.01","3555.483"
"USEP","08 Sep 2005","10","103.92","3559.106"
"USEP","08 Sep 2005","11","103.98","3595.502"
"USEP","08 Sep 2005","12","106.18","3659.973"
"USEP","08 Sep 2005","13","106.20","3742.524"
"USEP","08 Sep 2005","14","106.21","3819.957"
"USEP","08 Sep 2005","15","93.45","3920.147"
"USEP","08 Sep 2005","16","105.14","4182.305"
"USEP","08 Sep 2005","17","113.46","4481.533"
"USEP","08 Sep 2005","18","105.45","4637.065"
"USEP","08 Sep 2005","19","106.45","4726.122"
"USEP","08 Sep 2005","20","108.36","4816.949"
"USEP","08 Sep 2005","21","108.57","4903.735"
"USEP","08 Sep 2005","22","109.20","4889.963"
"USEP","08 Sep 2005","23","109.25","4917.875"
"USEP","08 Sep 2005","24","121.16","4931.478"
"USEP","08 Sep 2005","25","121.53","4942.208"
"USEP","08 Sep 2005","26","149.70","4961.680"
"USEP","08 Sep 2005","27","352.93","4931.289"
"USEP","08 Sep 2005","28","272.43","4947.357"
"USEP","08 Sep 2005","29","273.08","4958.435"
"USEP","08 Sep 2005","30","273.06","4955.080"
"USEP","08 Sep 2005","31","273.56","4958.301"
"USEP","08 Sep 2005","32","273.03","4971.019"
"USEP","08 Sep 2005","33","181.30","4980.039"
"USEP","08 Sep 2005","34","168.31","4948.062"
"USEP","08 Sep 2005","35","110.30","4870.769"
"USEP","08 Sep 2005","36","106.22","4727.429"
"USEP","08 Sep 2005","37","105.22","4623.338"
"USEP","08 Sep 2005","38","106.45","4660.896"
"USEP","08 Sep 2005","39","108.40","4686.297"
"USEP","08 Sep 2005","40","106.46","4655.633"
"USEP","08 Sep 2005","41","135.81","4611.400"
"USEP","08 Sep 2005","42","139.72","4558.042"
"USEP","08 Sep 2005","43","142.26","4486.613"
"USEP","08 Sep 2005","44","134.48","4386.209"
"USEP","08 Sep 2005","45","119.32","4302.832"
"USEP","08 Sep 2005","46","109.18","4216.613"
"USEP","08 Sep 2005","47","106.60","4109.400"
"USEP","08 Sep 2005","48","106.60","3984.429"
"USEP","09 Sep 2005","1","109.11","3862.813"
"USEP","09 Sep 2005","2","120.84","3785.008"
"USEP","09 Sep 2005","3","138.16","3751.286"
"USEP","09 Sep 2005","4","115.20","3704.186"
"USEP","09 Sep 2005","5","109.54","3660.226"
"USEP","09 Sep 2005","6","106.22","3612.241"
"USEP","09 Sep 2005","7","105.19","3583.792"
"USEP","09 Sep 2005","8","105.18","3556.308"
"USEP","09 Sep 2005","9","105.19","3562.715"
"USEP","09 Sep 2005","10","105.18","3569.837"
"USEP","09 Sep 2005","11","105.08","3613.811"
"USEP","09 Sep 2005","12","105.17","3695.965"
"USEP","09 Sep 2005","13","106.17","3798.526"
"USEP","09 Sep 2005","14","105.40","3883.802"
"USEP","09 Sep 2005","15","104.18","4029.303"
"USEP","09 Sep 2005","16","107.17","4300.780"
"USEP","09 Sep 2005","17","120.67","4576.948"
"USEP","09 Sep 2005","18","110.34","4765.499"
"USEP","09 Sep 2005","19","115.99","4857.464"
"USEP","09 Sep 2005","20","131.44","4939.613"
"USEP","09 Sep 2005","21","171.72","5004.179"
"USEP","09 Sep 2005","22","254.30","5071.880"
"USEP","09 Sep 2005","23","304.26","5150.103"
"USEP","09 Sep 2005","24","193.21","5069.832"
"USEP","09 Sep 2005","25","129.32","5008.513"
"USEP","09 Sep 2005","26","148.70","5020.431"
"USEP","09 Sep 2005","27","193.25","5085.821"
"USEP","09 Sep 2005","28","254.95","5118.563"
"USEP","09 Sep 2005","29","287.48","5134.567"
"USEP","09 Sep 2005","30","270.29","5126.088"
"USEP","09 Sep 2005","31","257.43","5123.822"
"USEP","09 Sep 2005","32","254.29","5116.163"
"USEP","09 Sep 2005","33","193.22","5092.754"
"USEP","09 Sep 2005","34","193.22","5063.247"
"USEP","09 Sep 2005","35","145.71","4998.965"
"USEP","09 Sep 2005","36","110.26","4843.215"
"USEP","09 Sep 2005","37","108.15","4729.323"
"USEP","09 Sep 2005","38","107.44","4711.649"
"USEP","09 Sep 2005","39","107.82","4711.828"
"USEP","09 Sep 2005","40","107.23","4685.467"
"USEP","09 Sep 2005","41","115.33","4612.031"
"USEP","09 Sep 2005","42","142.16","4549.682"
"USEP","09 Sep 2005","43","151.79","4483.616"
"USEP","09 Sep 2005","44","141.93","4393.952"
"USEP","09 Sep 2005","45","112.94","4299.030"
"USEP","09 Sep 2005","46","111.75","4208.367"
"USEP","09 Sep 2005","47","107.56","4145.914"
"USEP","09 Sep 2005","48","106.49","4065.962"
"USEP","10 Sep 2005","1","109.11","3972.824"
"USEP","10 Sep 2005","2","107.34","3879.085"
"USEP","10 Sep 2005","3","112.30","3815.201"
"USEP","10 Sep 2005","4","109.13","3734.960"
"USEP","10 Sep 2005","5","108.21","3696.283"
"USEP","10 Sep 2005","6","111.56","3657.373"
"USEP","10 Sep 2005","7","117.14","3621.892"
"USEP","10 Sep 2005","8","111.66","3585.462"
"USEP","10 Sep 2005","9","111.61","3571.954"
"USEP","10 Sep 2005","10","108.43","3564.320"
"USEP","10 Sep 2005","11","108.13","3563.525"
"USEP","10 Sep 2005","12","108.14","3584.503"
"USEP","10 Sep 2005","13","109.05","3635.505"
"USEP","10 Sep 2005","14","111.56","3703.704"
"USEP","10 Sep 2005","15","113.39","3798.074"
"USEP","10 Sep 2005","16","132.70","3998.981"
"USEP","10 Sep 2005","17","108.42","4183.547"
"USEP","10 Sep 2005","18","112.25","4325.098"
"USEP","10 Sep 2005","19","151.43","4467.270"
"USEP","10 Sep 2005","20","151.67","4554.533"
"USEP","10 Sep 2005","21","151.05","4618.368"
"USEP","10 Sep 2005","22","142.59","4666.676"
"USEP","10 Sep 2005","23","142.51","4664.126"
"USEP","10 Sep 2005","24","140.43","4618.979"
"USEP","10 Sep 2005","25","113.46","4521.512"
"USEP","10 Sep 2005","26","109.18","4444.080"
"USEP","10 Sep 2005","27","109.17","4428.678"
"USEP","10 Sep 2005","28","141.10","4464.889"
"USEP","10 Sep 2005","29","148.30","4423.519"
"USEP","10 Sep 2005","30","145.87","4403.813"
"USEP","10 Sep 2005","31","132.33","4357.522"
"USEP","10 Sep 2005","32","111.19","4303.796"
"USEP","10 Sep 2005","33","109.35","4246.661"
"USEP","10 Sep 2005","34","108.36","4193.189"
"USEP","10 Sep 2005","35","108.13","4136.059"
"USEP","10 Sep 2005","36","106.50","4069.267"
"USEP","10 Sep 2005","37","106.38","4045.669"
"USEP","10 Sep 2005","38","107.34","4126.014"
"USEP","10 Sep 2005","39","108.35","4187.598"
"USEP","10 Sep 2005","40","109.39","4222.144"
"USEP","10 Sep 2005","41","108.36","4196.857"
"USEP","10 Sep 2005","42","107.34","4183.338"
"USEP","10 Sep 2005","43","107.64","4165.556"
"USEP","10 Sep 2005","44","105.93","4096.021"
"USEP","10 Sep 2005","45","106.43","4041.137"
"USEP","10 Sep 2005","46","100.97","4004.930"
"USEP","10 Sep 2005","47","94.29","3962.457"
"USEP","10 Sep 2005","48","159.48","3884.656"
"USEP","11 Sep 2005","1","351.06","3800.882"
"USEP","11 Sep 2005","2","416.19","3732.624"
"USEP","11 Sep 2005","3","329.94","3696.895"
"USEP","11 Sep 2005","4","155.16","3631.609"
"USEP","11 Sep 2005","5","140.41","3576.800"
"USEP","11 Sep 2005","6","126.72","3536.503"
"USEP","11 Sep 2005","7","121.12","3508.437"
"USEP","11 Sep 2005","8","115.51","3476.366"
"USEP","11 Sep 2005","9","113.26","3454.289"
"USEP","11 Sep 2005","10","111.21","3435.011"
"USEP","11 Sep 2005","11","110.50","3424.713"
"USEP","11 Sep 2005","12","110.50","3432.600"
"USEP","11 Sep 2005","13","111.18","3465.243"
"USEP","11 Sep 2005","14","111.34","3483.056"
"USEP","11 Sep 2005","15","110.51","3472.062"
"USEP","11 Sep 2005","16","113.61","3524.297"
"USEP","11 Sep 2005","17","120.12","3604.552"
"USEP","11 Sep 2005","18","121.15","3715.696"
"USEP","11 Sep 2005","19","109.96","3803.556"
"USEP","11 Sep 2005","20","108.46","3880.193"
"USEP","11 Sep 2005","21","108.07","3929.680"
"USEP","11 Sep 2005","22","108.41","3984.295"
"USEP","11 Sep 2005","23","107.44","4011.565"
"USEP","11 Sep 2005","24","103.31","3993.137"
"USEP","11 Sep 2005","25","107.46","3976.020"
"USEP","11 Sep 2005","26","106.53","3961.279"
"USEP","11 Sep 2005","27","107.44","3967.258"
"USEP","11 Sep 2005","28","107.46","3978.942"
"USEP","11 Sep 2005","29","107.49","3976.845"
"USEP","11 Sep 2005","30","107.51","4015.019"
"USEP","11 Sep 2005","31","118.42","4010.328"
"USEP","11 Sep 2005","32","116.60","3991.993"
"USEP","11 Sep 2005","33","118.40","4011.436"
"USEP","11 Sep 2005","34","116.59","3983.500"
"USEP","11 Sep 2005","35","113.02","3904.049"
"USEP","11 Sep 2005","36","113.18","3918.721"
"USEP","11 Sep 2005","37","115.81","3969.410"
"USEP","11 Sep 2005","38","109.33","4120.771"
"USEP","11 Sep 2005","39","131.41","4281.377"
"USEP","11 Sep 2005","40","131.43","4284.100"
"USEP","11 Sep 2005","41","112.80","4209.202"
"USEP","11 Sep 2005","42","109.34","4183.189"
"USEP","11 Sep 2005","43","108.38","4221.135"
"USEP","11 Sep 2005","44","107.33","4190.888"
"USEP","11 Sep 2005","45","108.70","4151.630"
"USEP","11 Sep 2005","46","109.49","4087.780"
"USEP","11 Sep 2005","47","108.50","4019.030"
"USEP","11 Sep 2005","48","111.72","3895.908"
"USEP","12 Sep 2005","1","126.69","3783.755"
"USEP","12 Sep 2005","2","126.73","3701.760"
"USEP","12 Sep 2005","3","126.63","3651.534"
"USEP","12 Sep 2005","4","121.22","3588.658"
"USEP","12 Sep 2005","5","112.10","3559.052"
"USEP","12 Sep 2005","6","106.27","3521.349"
"USEP","12 Sep 2005","7","106.27","3510.331"
